source,utime,name,name_URL,reaction_count,like_count,comments_count,text
นี่มุกเผือกหรือเปลือกหอย-2570332386312311,1565105349,แสดงความคิดเห็น,https://www.facebook.com/%E0%B8%99%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B9%80%E0%B8%9C%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B9%80%E0%B8%9B%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%AD%E0%B8%A2-2570332386312311/#,2,2,3,Admax:- หนังเรื่องโปรเม เค้าว่าน่าดูมากเลย   Admin:- โปรเมนี่เก่งนะ ร้องเพลงได้ แล้วยังเป็น beauty blogger อีก ...Admax:-
นี่มุกเผือกหรือเปลือกหอย-2570332386312311,1564983873,แสดงความคิดเห็น,https://www.facebook.com/%E0%B8%99%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B9%80%E0%B8%9C%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B9%80%E0%B8%9B%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%AD%E0%B8%A2-2570332386312311/#,13,5,11,เมื่อเช้าตื่นมาแสงแดดแยงตา เลยปิดม่านเพื่อกันแสง ... อยู่ๆ ก็รู้สึกเศร้า อย่างไม่มีสาเหตุ T_Tเมื่อเช้าตื่นมาแสงแดดแยงตา
นี่มุกเผือกหรือเปลือกหอย-2570332386312311,1564190233,แสดงความคิดเห็น,https://www.facebook.com/%E0%B8%99%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B9%80%E0%B8%9C%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B9%80%E0%B8%9B%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%AD%E0%B8%A2-2570332386312311/#,2,2,1,ไปร้านอาหารอยากกินเมนูเด็ด ... พนักงานบอกหลังร้านมีต้นไม้ดอกไม้เยอะอยู่ เชิญเด็ดได้เต็มที่เลย ... #นี่มุกเผือกหรือเปลือกหอย ไปร้านอาหารอยากกินเมนูเด็ด ... พนักงานบอกหลังร้านมีต้นไม้ดอกไม้เยอะอยู่ เชิญเด็ดได้เต็มที่เลย ... #นี่มุกเผือกหรือเปลือกหอย
นี่มุกเผือกหรือเปลือกหอย-2570332386312311,1564028446,แสดงความคิดเห็น,https://www.facebook.com/%E0%B8%99%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B9%80%E0%B8%9C%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B9%80%E0%B8%9B%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%AD%E0%B8%A2-2570332386312311/#,5,2,2,ถ้าเป็นคนรักเดียวใจเดียว ต้องใช้ Harddisk ความจุ 1 TerraByte ขึ้นไปเท่านั้น!!
นี่มุกเผือกหรือเปลือกหอย-2570332386312311,1563422442,แสดงความคิดเห็น,https://www.facebook.com/%E0%B8%99%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B9%80%E0%B8%9C%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B9%80%E0%B8%9B%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%AD%E0%B8%A2-2570332386312311/#,3,1,3,คนที่ความคิดอยู่แต่ในกรอบ   แถมยังกินเยอะ ลงพุงอีก   ให้เรียกพวกนี้ว่า ... “หมูกรอบ!!”คนที่ความคิดอยู่แต่ในกรอบ
นี่มุกเผือกหรือเปลือกหอย-2570332386312311,1561180905,แสดงความคิดเห็น,https://www.facebook.com/%E0%B8%99%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B9%80%E0%B8%9C%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B9%80%E0%B8%9B%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%AD%E0%B8%A2-2570332386312311/#,5,1,1,ช่วงนี้เงินบาทแข็งมาก ส่วนเงินหยวนแข็งมากไม่ได้ เพราะถ้าแข็งมาก
นี่มุกเผือกหรือเปลือกหอย-2570332386312311,1561180745,แสดงความคิดเห็น,https://www.facebook.com/%E0%B8%99%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B9%80%E0%B8%9C%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B9%80%E0%B8%9B%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%AB%E0%B8%AD%E0%B8%A2-2570332386312311/#,4,1,0,กาต้าร์ไปแข่งบอลโคปาอเมริกา 2019   เป็นแขกรับเชิญทีมเดียว ส่วนญี่ปุ่นไม่ใช่แขก   เลยไม่เป็นแขกรับเชิญกาต้าร์ไปแข่งบอลโคปาอเมริกา 2019
onepiece20140114,1511163905,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,3,3,0,แกงอะไรเอ๋ยทำไมทำเสร็จแล้วไม่ได้กิน   .   .   .   ....   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   แกงเทโชว์แฮร่
onepiece20140114,1453377125,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,20,20,1,กุเรียนช่าง.....หาได้ไร้ศึกษา   กูพูดจา.....ตรงไปโลกไม่สวย
onepiece20140114,1453272310,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,13,13,0,กล้วยหนึ่งใบทำอะไรได้บ้าง...?   .   .   .   .  ...  ใ.   .   .   .   .   .
onepiece20140114,1447689578,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,18,16,1,"ดูดบุหรี่ ""ปากจะดำ""   ดูดนม ""ปากจะแดง""   แต่...ถ้าดูด. แรงๆ   .   ....   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   ปากจะแดง   นมจะดำ"
onepiece20140114,1433251757,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,20,20,0,ไม่ใช่ไม่อยากเริ่มใหม่ แต่มันเริ่มใหม่กับใครไม่ได้ถ้าไม่ใช่เธอ  
onepiece20140114,1416482567,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,39,38,5,A: ช่างครับ ปะยางหน่อยครับ!!   B: ล้อไหนครับ ?
onepiece20140114,1398940905,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,27,27,1,ข่าวเช้านี้
onepiece20140114,1398082216,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,27,27,0,น้ำอะไรยืนเรียกหน้าประตู!!??   .   .   .   ....   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   น้ำก๊อก.......ก๊อกๆๆๆมีคนอยู่มั้ยครับ
onepiece20140114,1396770935,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,51,51,0,เมื่อคืนกลับมาที่โต๊ะทำงานตกใจเลยครับ!!!!??   .   .   .   ....   .   .   .   .   .   .   .   .   .   .   เจอลิ้นชัก#ดีนะส่งโรงพยาบาลทัน^^
onepiece20140114,1394192927,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,21,21,1,มองไม มองหน้าหาพ่อ   .   .   .   ....   .   .   .   .   .   .   .   .   .   .   .   .   .   ของลูกหรอครับคุณผู้หญิง อิอิ  
onepiece20140114,1388849570,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,35,34,2,"ชายคนหนึ่งกำลังใส่บาตร   แต่พื้นเลอะมาก   ไม่อยากถอดรองเท้า   จึงถามพระว่า   ""ใส่รองเท้าได้รึเปล่าครับ""...   พระตอบว่า   ""เกรงใจว่าจะไม่เหมาะสมนะโยม ใส่แค่ข้าวกับผลไม้ก็พอ""  [#ตึ่งๆโป๊ะ]"
onepiece20140114,1388584297,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,29,27,1,A: เมื่อวานไปสักยันหนังเหนียวมา   B: โอ้วว!!   A: ร้อนวิชาอยากลองของ ตะโกนท้าวินมอไซต์ต่อย   โดนไม้หน้าสามมีดแทงปืนกราดยิงๆๆ   B: ไม่ละคายผิวเลยหรอ?...   A: สลบตั้งแต่ไม้หน้าสาม!!   B: ถุ๊ยยย....  [#ตึ่งๆโป๊ะ]
onepiece20140114,1388492126,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,36,34,0,A: เมื่อวานกุไปวัดทำบุญมาหว่ะ   B: โห่ว ไม่ชวนกุเลย!!   A: พระท่านให้ พร มาหว่ะ - -   B: แล้วไมวะ!!   A: ตัวกุขาวขึ้นเลยหว่ะ...   B: ขาวได้ไงวะ   A: ........
onepiece20140114,1388208121,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,28,28,0,การที่จะทำให้มีคนรักเรา ไม่ว่าจะเป็นหญิงหรือชาย
onepiece20140114,1387716642,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,18,18,0,ใครๆก็บอกว่า ผมเป็นคนที่ไม่เคยยอม คน   ..   .   .   ....   .   .   .   .   .   ..   .   .   .   .   .   .   .   หุงโจ๊กข้าวติดก้นหม้อตลอด
onepiece20140114,1387683660,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,22,22,0,บอกรักใครตอนนี้ ด็มีแต่เสียใจนะครับ เพราะมันสายไปแล้ว   .   .   .   ....   .   .   .   .   .   .   .   .  10 โมงกว่าละ
onepiece20140114,1387026761,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,20,20,11,"หากคุณผิด คุณต้องกล้าที่จะรับ   .   .   .   ....   .   .   .  .   .   .   .   .   .  แล้วกล้าที่จะ""รุก"""
onepiece20140114,1387021296,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,25,24,5,เมื่อเช้าเดินๆอยุ่ เจอเงิน10บาท เห็นดินมันเปรื้อนๆเลยเอาตังค์ไปล้างนํ้าเอาแฟ๊บมาฟอกๆ พอฟอกเสร็จเจอตำรวจจับเลยกู   ข้าหา ฟอกเงิน !!
onepiece20140114,1387010710,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,30,30,1,A . คนสมัยนี้เค้ามีน้ำใจกันจริงๆ เรยว๊   B . ทำไมว๊   A . ก็กุขับรถปาดหน้าเค้า เค้ายังเป็นห่วงกุเรย   B . มันว่าไงว๊   A . ระตัวให้ดีน๊>มึง<...   B. . .
onepiece20140114,1386938202,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,28,28,1,คำคม วันนี้ เสนอคำว่า...   .   .   .   ....   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   เสียน้ำตาให้ผู้หญิง ดีกว่าเสียตูดซิงๆให้กระเทย  ตึ่งๆโป๊ะ
onepiece20140114,1386938196,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,23,22,0,"ไม่ได้ต้องการแฟนที่ ""นมใหญ่""   ขอแค่ว่าอย่ามี ""ไข่"" เท่านั้นพอ"
onepiece20140114,1386853554,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,25,25,2,นักร้องนักแสดง คนไหน ชอบอยุ่ในถังข้าวสาร   .   .   .   ....   .   .   .   .   .   .   มอด ปฎิภาณ
onepiece20140114,1386845564,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,25,25,0,ผม: ป้ามีลาบป่ะ   ป้า: อย่าให้พูดเลย ช่วงนี้ดวงไม่ค่อยดีเลยพ่อหนุ่ม พึ่งจะโดนหวยแดกเนี่ย
onepiece20140114,1386768241,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,25,25,0,ในวันที่เธอหนาวกาย...   อยากเดินเข้าไปพูดกับเธอสักครั้งว่า   .   .   ....   .   .   .   .   .   .   .   .  ไมไม่ห่มผ้าวะ !
onepiece20140114,1386684630,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,18,18,1,"ช่วงข่าว380องศา  ""วันนี้ฝนไม่ตก วันไหนฝนตกจะแจ้งให้ทราบ""   ""กรุงเทพร้อนตอนตากแดด เย็นสบายเมื่ออยู่ในห้องแอร์""  ...  ตึ่งโป๊ะ!"
onepiece20140114,1386668229,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,25,25,1,นักข่าว: อ้ะ สวัสดีครับป้าศรี ไม่เจอกันนานเลยนะครับ   ป้าศรี : สวัสดีจ้าพ่อนักข่าว พอดีตอนนี้ป้าย้ายไปอยู่เชียงใหม่น่ะ นานๆจะกลับมาที   นักข่าว: เป็นยังไงบ้างครับที่เชียงใหม่อากาศดีมั้ย?   ป้าศรี : ก็ดีจ้ะ อยู่เชียงใหม่นี่ ป้านอนไม่เปิดแอร์เลย   นักข่าว: แค่เปิดหน้าต่างก็เย็นสบาย?...   ป้าศรี : ไม่มีแอร์...
onepiece20140114,1386583749,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,24,24,5,สุภาษิตวันนี้เสนอคำว่า..   .   .   .   ....   .   .   .   .   .   .   .   .   .   ยิงปืนนัดเดียว ติดคุกหัวโต
onepiece20140114,1386582812,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,20,20,2,พักชมโฆษณาสักครู่ครับ  สาวไดเกียว: โต้งรถเป็นอะไรอะ   โต้ง : เครื่องบินมั้งอิสัส!!  ...  สาวไดเกียว: ดะดะเดี๋ยว!!
onepiece20140114,1386508532,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,21,21,4,การเมืองทำให้แตกแยก   การกระแทกทำให้แตกใน   .   .   ....   .   .   .   .   .   .   .   แตกนอกอุ่นจัย แตกในอุ่นดี  555 แหม่ะอย่าคิดไรมาก
onepiece20140114,1386495617,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,21,21,4,สุภาษิตวันนี้ เสนอคำว่า...   เจ็บแล้วจำคือคน เจ็บแล้วทนคือคนแข็งแรง
onepiece20140114,1386495439,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,20,19,0,ชายได้ชายคือยอดชาย…ชายได้หญิงคือยอดมนุษย์…แต่ถ้าชายได้ตุ๊ดคือ”ยอดมนุษยอุนตร้าแมนนนนนน!!!” 
onepiece20140114,1386483026,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,17,17,0,ดาราคนไหน เปนนักว่ายน้ำ ?   .   .   .   ....   .   .   .   .   .   .   .   .   .   .  หนุ่ม กรรเชียง # เขามีแต่  ตึ่งๆโป๊ะ
onepiece20140114,1386396256,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,16,16,0,สถาบันวิจับแห่งชาติค้นพบแล้วว่า  ของใช้ส่วนตัวที่ชอบตั้งคำถามได้แก่ กระเป๋า   .   ....   .   .   .   .   .   .   .   .   .   .   เก๋าปะ ? เก๋าปะ ?
onepiece20140114,1386388084,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,23,23,2,การยืมเงินคนใกล้ตัว เราจะเรียกว่า ติดหนี้
onepiece20140114,1386345442,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,23,23,0,ผลการวิจัยแห่งชาติ ค้นพบแล้วว่า  เวลาฝนตกให้ยืนกลางร่ม เพราะ ถ้ายืนขอบร่มเดี๋ยวมันจะเปียก
onepiece20140114,1386337370,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,27,27,3,ข่าวสั้นวันนี้
onepiece20140114,1386327770,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,30,30,0,เสาอะไรถอนไม่ได้??   .   .   .   ....   .   .   .   .   .   .   .   .   .   .   เสาร์ อาทิตย์ เพราะธนาคารปิด
onepiece20140114,1386323211,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,20,20,0,สุภาษิต ฮาๆ วันละนิด   .   .   .   ....   .   .   .   .   .   .   .   .   อยู่สภาอย่านิ่งดูดาย ปั้นไอเดียควาย ๆให้เราฮาเล่น
onepiece20140114,1386322853,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,21,21,0,จังหวัดอะไรร้อนจนทนไม่ไหว ?   .   .   .   ....   .   .   .   .   .   .   .   .   .   .   .   พัทลุง  กวนๆ น๊@
onepiece20140114,1386322646,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,21,21,0,โห!! ร้อนงี้ ไข่วันพฤหัส 23.59   .   .   .   ....   .   .   .   .   .   .   .   .   .   .   .   .  เกือบสุก
onepiece20140114,1386318100,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,21,21,1,สุภาษิตวันนี้
onepiece20140114,1386249912,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,22,22,0,ช่วง ข่าวกีฬา   บาเยิร์นมิวนิค บุกมาชนะ บาร์เซโลน่า คาบ้าน 3-0
onepiece20140114,1386249785,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,22,22,0,สุภาษิตวันนี้
onepiece20140114,1386171284,แสดงความคิดเห็น,https://www.facebook.com/onepiece20140114/#,23,23,0,A: นี่ๆมึง ! She แปลว่า อะไร   B: มึงอย่ามาหลอกกู   A: กูหลอกไรมึง
